id,title,desc,loc,date,tags
23295,ConnectED Fest,"Did you know that there are over 90 student organizations here at the University of Michigan that work directly to improve education in our community? They’re tutoring, changing policy, and improving the experiences of students in school. It’s clear why; whether you’re going into your first day of kindergarten or starting your last year of graduate school, we all have a stake in education as students. So, let’s celebrate the work of these organizations and discover more about how we can make a difference in the lives of students, on September 21st from 10-2 in the diag for ConnectED fest for the chance to win some awesome prizes and to learn more about the education work happening on campus. Join us from 12-1 to hear from local community leaders, including the dean of the School of Education, about why this work is so important. ConnectED. Celebrating the Power of Education.",Map Diag - Central Campus,['2015-09-21 10:00'],"['Activism', 'African american', 'Anthropology', 'Business', 'Career', 'Children', 'Community service', 'Culture', 'Detroit', 'Discussion', 'Economics', 'Education', 'Engineering', 'Environment', 'Exhibition', 'Festival', 'Food', 'Free', 'Games', 'Graduate school', 'History', 'Information and technology', 'International', 'Language', 'Law', 'Leadership', 'Library', 'Literature', 'Museum', 'Networking', 'Outdoors', 'Philosophy', 'Politics', 'Pre law', 'Pre med', 'Psychology', 'Public health', 'Public policy', 'Social', 'Social impact', 'Social justice', 'Student org', 'Volunteer', 'Welcome to michigan', 'Workshop']"
23297,Rally for Education!,"In the midst of ConnectEd Fest, from 12 to 1 p.m., a “Rally for Education” will be held and a number of speakers will give inspiring talks about the power of education, including: • Deborah Loewenberg Ball, dean of the School of Education; • Katie Robertson, a lecturer and research associate at SOE and founder of ""Why Wait to Innovate?""; • Melita Alston, principal of Pattengill Elementary School in the Ann Arbor Public Schools; • Joseph Evans, a U-M undergraduate and president of rEDesign, a student organization that brainstorms, researches, and ""pitches"" ideas for new projects and programs that will improve the education system locally, regionally, and nationally; and • Ashley Johnson, K-12 program manager for Excellent Schools Detroit, a coalition with a mission of providing an excellent education for every child in Detroit.",Map Diag - Central Campus,['2015-09-21 12:00'],"['Anthropology', 'Business', 'Career', 'Community service', 'Detroit', 'Discussion', 'Economics', 'Education', 'Engineering', 'Environment', 'Festival', 'Food', 'Free', 'Graduate school', 'History', 'Information and technology', 'International', 'Language', 'Law', 'Leadership', 'Lecture', 'Library', 'Literature', 'Networking', 'Outdoors', 'Philosophy', 'Politics', 'Pre law', 'Pre med', 'Psychology', 'Public health', 'Public policy', 'Reception', 'Research', 'Social', 'Social impact', 'Social justice', 'Sociology', 'Student org', 'Volunteer', 'Welcome to michigan']"
23343,Ice Cream Social,Join other new international students for a short walk to the Washtenaw Dairy for ice cream at the lowest prices in town! Wear comfortable shoes.,Off Campus Location,"['2015-08-21 17:00', '2015-08-25 16:30', '2015-09-01 16:00']","['Food', 'Social']"
23370,M Farmers Market,"Students, faculty, staff and visitors are invited to learn about and purchase fresh, local, and sustainable products available to them on campus, fresh from the farm! Every Friday from now through October, M Farmers Market will be held near the Pierpont Commons atrium, from 11am - 1pm.",Map Pierpont Commons - Main Floor,['2015-09-11 11:00'],"['Food', 'Health & wellness', 'Sustainability', 'Welcome to michigan']"
23675,Easy Herb Preservation,"A presentation on preserving herbs by making herbal salts, sugars, butters, syrups, and more. Recipes available. Free; presented by Herb Study Group at Maatthaei Botanical Gardens.",Map Matthaei Botanical Gardens,['2015-09-14 19:00'],"['Environment', 'Food']"
23713,International Picnic (Rain or Shine),"The International Picnic is one of most popular social events attended by international students, scholars and their families. It takes place at a spacious and beautiful park not far from campus. Come and make new friends, enjoy the outdoors and take part in the fun and games. Food and drinks will be provided. No registration is required.","New Shelter, Island Park",['2015-09-13 12:00'],"['Food', 'Free', 'Outdoors', 'Social']"
23723,Climate & Space Celebration,"Join the Climate & Space Department as we celebrate many years of development and look ahead to a bright future! Learn about the things that are changing, and the things that are staying the same. Enjoy a bite to eat, play a few games, meet fellow Wolverines and catch-up with friends old and new. We will also set aside time at this event to honor the late Dr. Claudia Alexander, an AOSS alum.",Map Space Research Building - Lawn,['2015-10-08 16:30'],"['Engineering', 'Environment', 'Food', 'Free', 'North campus', 'Social']"
23822,Aberdeen 香港仔 (2014. Directed by Pang Ho-cheung),"Sponsored by the Confucius Institute and Lieberthal-Rogel Center for Chinese Studies at U-M, Electric Shadows: 2015 Contemporary Chinese Film Series will feature six popular Chinese films released in 2014 and 2015. The extended Cheng family, which, like Aberdeen harbor's Chinese namesake, represents today's ""Little Hong Kong"" and its myriad of contradictions between traditions and modernity; superstitions and materialism; family and individuality. Courtesy of IMDb. 97 min. Unrated. Cantonese with English Subtitles.","State Theatre, 233 S. State Street",['2015-10-27 19:00'],"['Chinese studies', 'Film', 'Food']"
23824,Non-Deductive Argumentation in Classical Chinese Philosophy,"One longstanding criticism of Chinese thought is that is not truly “philosophical” because it lacks viable protocols of argumentation. Thus it qualifies at best as “wisdom”; Confucius, for example, might provide valuable guidance, or thoughtful epigrams to ponder, but nothing in the way of formal reasoning that would permit his audience to reconstruct and reconsider his arguments in any conceivable context. This criticism stands only if one accepts the premise that all argumentation must be deductive argumentation. (This claim does not require any unusual definition of “deduction”; the Aristotelian definition is as good as any.) For it is true that the most famous Chinese arguments tend to be non-deductive in nature. This paper will survey the types of non-deductive argumentation commonly found in Chinese philosophy. One of the most prolific types of non-deductive argumentation is appeal to example, and this, I contend, is the basis of the strong interest in anecdotes as a genre of philosophical literature from the Springs and Autumns at least through the Six Dynasties. There are important examples of deductive argumentation as well, which will be briefly reviewed. Whether these observations are sufficient to rescue Chinese thought from the wilderness of “wisdom” and enshrine it in the halls of “philosophy” will be left for the reader to decide, but a conception of “philosophy” that can account for Chinese thought is naturally more interesting than one that cannot. Paul R. Goldin is Professor of East Asian Languages and Civilizations at the University of Pennsylvania. His main research focus is Warring States China (ca. 5th-3rd centuries B.C.), with interdisciplinary interests in history,archaeology, art history, literature, philosophy, and religion. He is the author of Confucianism (2011), After Confucius: Studies in Early Chinese Philosophy (2005), The Culture of Sex in Ancient China (2002), and Rituals of the Way: The Philosophy of Xunzi (1999). In addition, he has edited or co-edited the Dao Companion to the Philosophy of Han Fei (2012), the Hawai’i Reader in Traditional Chinese Culture (2005), and the new edition of R.H. van Gulik’s Sexual Life in Ancient China (2003).",Map Michigan League - Koessler Room,['2015-09-23 12:00'],"['Chinese studies', 'Food', 'Free', 'Philosophy']"
23825,"Edges, Boundaries and Sliding Scales of Tradition","Improvising physical and verbal language to create encounters around difference and shared traits, Amy Chavasse will imagine a new choreography that comments on edges, boundaries and sliding scales found in American and Chinese contemporary dance forms. Using the presentation as a site for building first steps towards a new duet with Zhang Peng, a choreographer and vocalist from the Tujia region of Southwestern Hunan province, a dialogue will open, and reveal questions around edges, boundaries and sliding scales. The audience will be enlisted to participate. This presentation will unfold in real time, using preconceived structures and premises to reach something unknown. About the speaker: Amy Chavasse, continues to find endless sources of pleasure and wonderment collaborating with many performers, designers and dance makers as Artistic Director of ChavasseDance&Performance, including Peter Schmitz, Malcolm Tulip, Austin Selden, Alex Springer, Xan Burley, and Caroline Chavasse. Her work has been presented throughout the U.S. including, Gowanus Art + Production, Dance New Amsterdam, Dixon Place, LIT-100 Grand, Movement Research at Judson Church, Triskelion, BAAD Ass! Women’s Festival), Jacob’s Pillow Inside/Out, Links Hall, Chicago and Flynn Space, Burlington VT. In June, 2015 she presented an evening of work at Triskelion Presents in Brooklyn, NY. Quinn Batson, writing in OffOffOff said, ""Amy Chavasse is a continual surprise, solo or ensemble. Her dances are simultaneously absurd, smart and disturbing, and she chooses her collaborators well."" Internationally, she has taught and her work has been presented in Cuba, Lithuania, Vienna, Colombia, Vancouver BC, Buenos Aires, the American Dance Festival/ Henan (China) and The Beijing Dance Festival. She premiered Low Winter Light, a duet for Donnell Oakley and Jessica Jolly-Cikanek at The Beijing Dance Festival in 2013. She has been on the faculty at Florence Summer Dance since 2007, and regularly teaches at Duncan 3.0 in Rome, and at ResExtensa’s Instituto Vittoria in Giovinazzo, Italy. She has collaborated with members of ResExtensa Danza Teatro Danza in Giovinazzo, Italy, and Grupo Krapp, Buenos Aires. Conspiracy Going (Amy Needs A Lot of Empathy), is part of Sola, Dances for and by Women that has been touring to five U.S. sites in 2014-15. She is currently an Associate Professor at the University of Michigan. She’s also been guest artist/ faculty at Bennington, Middlebury, Arizona State, UNC-Greensboro, Cornish and UNCSA. She danced in the companies of Laura Dean Dancers and Musicians, Bill Young and Dancers, and others and in many independent projects in NYC, Seattle, NC and beyond. BFA- University of NC School of the Arts; MFA- University of Washington. www.chavassedanceandperformance.com",Map Michigan League - Vandenberg Room,['2015-09-24 12:00'],"['Chinese studies', 'Dance', 'Food', 'Free']"
23826,"Gender, Queerness, and Female Sexuality in Chinese Contemporary Dance","Gender and female sexuality in Chinese contemporary dance is often constructed in a way that reinforces patriarchal and heterosexual social norms. Through a comparison with Wang Mei's 2002 Thunder and Rain, this talk will discuss ways in which Gu Jiani's work Right & Left disrupts such norms and offers a new approach to the representation of women's bodies through dance. About the speaker: Emily Wilcox is Assistant Professor of Modern Chinese Studies in the Department of Asian Languages and Cultures at the University of Michigan, Ann Arbor. She is a specialist in Chinese dance and performance culture, with broader interests in twentieth-century history, transnationalism, gender, and postcolonial studies. Image: Gu Jiani *This presentation is cosponsored by the Lieberthal-Rogel Center for Chinese Studies, Institute of Humanities, Institute for Research on Women and Gender, Center for World Performance Studies, Office of Research, and Rackham Graduate School at the University of Michigan.",Map Michigan League - Hussey Room,['2015-09-24 18:00'],"['Chinese studies', 'Dance', 'Food', 'Free']"
23837,Object Lessons in Class and Class Struggle,"In Gejiu, a tin-mining town in southern Yunnan, cultural workers in the 1970s created an Exhibition on the History of Class Struggle in the Gejiu Tin Mines and a Recollect Bitterness Center. These joint exhibitions became the premier “classrooms” for class education in Yunnan province, instructing as many as a thousand visitors a day. During the 1950s, cultural workers in Gejiu had authenticated the local truth of Chinese Marxist history by displaying personal stories of capitalist exploitation, rags worn by miners in the inhumane “old society,” and drawings of worker uprisings. The exhibitions they created during the Cultural Revolution added historical reenactment as a new technique of political instruction. Historical reenactment primarily took the form of yiku (“recollecting bitterness”), narratives about oppression and liberation recited by the elderly. The practice of yiku invoked the older, powerful practice of suku (“venting grievances”), a method of class struggle during the land reforms of the 1940s and 1950s. Written renditions and live performances of yiku featured prominently in class education exhibitions, amplified by the artwork and the display of pre-liberation artifacts. This historical reenactment enjoined visitors to “learn through experience” (tihui) the exploitation, oppression, revolt, and liberation of the Chinese proletariat. The Recollect Bitterness Center even recreated the very time and space of the narrated events. Crawling through an old mine shaft and emerging upright into the light, visitors to the Center performed the metaphorical choreography of emancipation and its structure of historical memory. This instilment of perceptual knowledge about the nature of classes and the meaning of proletarian revolution produced an embodied understanding of Chinese Marxist history, interpolated new political subjects, and incited socialist construction. Image: Old miner, Su Wenchang, recalls his suffering in the ""old society"" at the “Man-Eating Pit” of the Recollect Bitterness Center in Gejiu",Map Michigan League - Koessler Room,['2015-10-14 12:00'],"['Chinese studies', 'Food', 'Free', 'History']"
23846,Detroit Youth Maker Faire,"Come play, eat, learn, and be inspired! Free food. Free back-to-school supplies (while supplies last!). Free transportation to and from the event for youth and families. The Detroit Youth Maker Faire will feature activities for kids and families, music, food, products made by Brightmoor youth, arts and crafts, local vendors, and college, university, and education program representatives. All proceeds benefit the Brightmoor Maker Space and its partners. RSVP by replying to the individual or organization who invited you to this event or by calling (734) 763-9339.","Eastern Market - 2934 Russell Street, Detroit, MI 48207 - Shed 3",['2015-08-27 11:30'],"['Art', 'Business', 'Detroit', 'Food', 'Free', 'Music', 'Social', 'Social impact', 'Visual arts']"
24101,II Inaugural Fall Open House,"The International Institute (II), along with its 17 centers and programs, opens its doors and invites you to its inaugural Fall Open House. Guests will be able to: Tour the International Institute and centers. Discover academic and funding opportunities. Connect with our faculty, staff, and students. Attend information sessions focusing on academics, funding, advising, and more. Win door prizes throughout the afternoon. Info sessions held throughout the afternoon: II 101 (12:15pm, 1:15pm, 2:15pm) Not sure what the II does? This info session is for you. Educational Opportunities Abroad (2:00pm) Interested in research, internships, or study abroad? This workshop will explain the many options available through the II and its centers II Academic Programs for undergrads (12:45pm) Learn more about the majors and minors offered. II Academic Programs for grads (1:15pm) Learn more about the MA and Certificate Programs offered. II Funding for students and faculty (1:00pm undergrad) (1:30pm grads) (2:00pm faculty) This session will highlight the numerous fellowship and grant opportunities available to students, faculty, and alumni. International Studies (12:30pm) An overview of the degree requirements and opportunities available though the Program in International and Comparative Studies (PICS). Undergraduate students considering a major or minor in international studies are encouraged to attend. Campus Advisor (2:00pm) The International Institute would like to thank the following businesses for their generous donations: Bellania Day Spa; Bivouac; Center for Yoga; Douglas J. Aveda; Insomnia Cookies; Mainstreet Ventures; M-Den; The Oasis Hot Tub Gardens; and Whole Foods",Map School of Social Work Building,['2015-09-24 12:00'],"['Africa', 'Alumni', 'Asia', 'Career', 'Chinese studies', 'European', 'Food', 'Free', 'Graduate school', 'India', 'International', 'Japanese studies', 'Language', 'Latin america', 'Middle east studies', 'Multicultural', 'Muslim', 'Networking', 'Scholarship', 'Southeast asia', 'Study abroad']"
24147,EarthFest,"The U-M community is invited to the annual ""Party for the Planet"" at EarthFest 2015 on Thursday, September 17 from 10 a.m. to 2 p.m. on the Diag. We encourage all members of the U-M community to get involved! EarthFest is designed to engage, entertain, and educate University of Michigan students, faculty, and staff on all aspects of sustainability. U-M student organizations, U-M departments and community groups focused on sustainability will promote their work on campus and in the greater University community. EarthFest focuses on the four key areas representing the 2025 goals: climate action, waste prevention, healthy environments and community awareness. Come browse dozens of booths with information on how to get involved in sustainability on campus and beyond. Enjoy free healthy food, chef demos, live entertainment, and sustainability-related games with prizes!",Map Diag - Central Campus,['2015-09-17 10:00'],"['Environment', 'Festival', 'Food', 'Free', 'Health & wellness', 'Outdoors', 'Student org', 'Sustainability']"
24197,2015 UMSFP Harvest Festival,- live music - dancing - games - UMSFP member groups - local purveyors of sustainable foods - DELICIOUS dishes created using local and sustainable food! Transportation to and from the festival is provided for FREE (from Rackham to the Botanical Gardens and back) and all proceeds from the event will go towards the innovative work of UMSFP member groups.,Map Matthaei Botanical Gardens - UM Campus Farm,['2015-09-27 13:00'],"['Environment', 'Family', 'Festival', 'Food', 'Games', 'Health & wellness', 'Music', 'Outdoors', 'Student org', 'Sustainability']"
24319,MHealthy's Beautiful Break,"Join MHealthy at a Beautiful Break, special events designed to relax, refresh and inspire you. Stop by any of the five events to create through art, connect with friends and colleagues, calm yourself through movement and meditation, savor delicious nourishing snacks and more. All it takes is a few minutes at one of these events and you'll come away feeling more refreshed, relaxed and set with new ways to create your own beautiful break, every day. University faculty and staff who attend will receive a special gift as a reminder to thrive and have the opportunity to enter the MHealthy Grand Prize Drawing.",Map Lurie Robert H. Engin. Ctr - Outside at the Lurie Reflecting Pool on North Campus,"['2015-09-15 11:00', '2015-09-18 11:00', '2015-09-23 11:00', '2015-09-24 11:00', '2015-10-01 11:00']","['Food', 'Free', 'Health & wellness', 'North campus', 'Nutrition', 'Outdoors', 'Rec sports', 'Social']"
24323,Jan Longone on Dining Out,"Historian and Curator Jan Longone talks about her exhibit ""Dining Out: Menus, Chefs, Restaurants, Hotels, & Guidebooks,"" which is on display in the Clark Library on the 2nd floor of the Hatcher Graduate Library. The wide-ranging exhibit celebrates the history of the eating out experience.",Map Harlan Hatcher Graduate Library - Gallery (Room 100),['2015-11-12 16:00'],"['Food', 'Free', 'Lecture', 'Library']"
24372,Victors 5K Run/Walk,"Join other victors and support U-M scholarships when you walk or run this 5K course that will take you through the heart of campus with entertainment along the way! Check in will begin at 9:00 A.M. with race start at 9:30 A.M. Online registration is currently closed, but in-person registrations will be accepted at 8:45 a.m. on Sunday, October 11. Please proceed to the ""walk in"" line and we will get you all set up to run at 9:30 a.m.! For further questions, please e-mail us at victors5k@umich.edu or call 866.799.0002. Everyone will receive a t-shirt and ribbon for participating. For a little friendly Wolverine competition, winners will be awarded ribbons for the best time in several categories! Also new this year, create or join a team and participate with friends. Open to the public. For more information, please visit our website.",Map Angell Hall - Tent in front of Angell Hall,['2015-10-11 9:00'],"['Alumni', 'Family', 'Fitness', 'Food', 'Health & wellness', 'Outdoors', 'Rec sports', 'Scholarship', 'Social']"
24373,Homecoming Community Festival,"Celebrate all that makes us proud to be victors for Michigan. Spend time with friends and fellow alumni, grab a bite to eat, and have some fun! Highlights include: - Entertainment from student groups, including Rhyta Musik and Maize Mirchi - Face painting - Games - Local food trucks, including Roos Roast, Shimmy Shack, and Eskimo Jacks - Hot dogs, popcorn, cider, donuts",Map Ingalls Mall - Between the Diag & Ingalls Mall,['2015-10-09 17:00'],"['Alumni', 'Concert', 'Family', 'Festival', 'Food', 'Free', 'Games', 'Networking', 'Outdoors', 'Social', 'Welcome to michigan']"
24415,Entrepalooza,"This year’s un-conference will focus on “Entrepreneurship through the Kaleidoscope,” and feature a keynote address from Katherine “Katty” Kay, lead anchor of BBC World News America and co-author of The Confidence Code. During her address, Kay will offer insight into what it takes to create and inspire the confidence needed to take the risks involved in entrepreneurship. The event includes TED Talk-style presentations from a selection of Michigan’s most successful entrepreneurs. Following an “unconference” format, each speaker will encourage an interactive session, focusing on areas including angel investing, food and sustainability entrepreneurship, technology entrepreneurship and arts entrepreneurship. Aaron Dworkin, dean of the University of Michigan School of Music, Theatre and Dance and founder of the Sphinx Organization, a national arts organization that focuses on youth and minority involvement in classical music, will kick off this portion of the program. Other confirmed speakers include:  Nate Aschenbach, co-founder, GameStart,  Lisa McLaughlin, CEO and co-founder, Workit Health, MSI, MSW ‘08  Jill Ford, special advisor to Mike Duggan, mayor of Detroit, MSI, MSW ‘08  Mary Lemmer, CEO and co-founder, Scape, BBA ’10  Justin DeLay, CMO and co-founder, Tempo IQ, MSI ‘12",Map Michigan League,['2015-09-25 8:30'],"['Conference', 'Discussion', 'Education', 'Engineering', 'Food', 'Free', 'Graduate school', 'Information and technology', 'International', 'Law', 'Mass meeting', 'Medicine', 'Networking', 'Nursing', 'Public policy', 'Research', 'Science', 'Seminar', 'Social', 'Social impact', 'Student org', 'Symposium', 'Welcome to michigan', ""Women's studies"", 'Workshop']"
24504,Fast Food for Thought (2nd annual),“Fast Food for Thought” will bring together 10 interdisciplinary faculty members from across campus to give a series of fast-paced talks (5 minutes each) related to food and/or agriculture.,Map Dana Natural Resources Building - 1040,['2015-10-27 17:00'],"['Ecology', 'Education', 'Environment', 'Food', 'Free', 'Public health', 'Research', 'Social impact', 'Social justice', 'Sustainability']"
24550,"Fun, Food & Friendships: International Student Lunch Discussion","The International Student Lunch Discussion group is a space for students to have informal discussions covering a variety of topics such as: adjusting to U of M, cultural adjustment, making friends, relationships, and managing academic stress. No appointment needed! Free lunch to be provided, but feel free to bring your lunch if you prefer. Meets in the CAPS Annex, 3rd floor of the Michigan Union.","Map Michigan Union - CAPS Annex, 3rd floor","['2015-09-14 12:00', '2015-09-28 12:00', '2015-10-12 12:00', '2015-10-26 12:00', '2015-11-09 12:00', '2015-11-23 12:00', '2015-12-07 12:00']",['Food']
24591,LatinX Heritage Month Kick-Off,"Come join us as we celebrate the commencement of LatinX Heritage Month at the University of Michigan! Great opportunity to bring the Latinx community together! Hear of all the wonderful events occurring during the month! SEPTEMBER 23, 6PM-8PM, 4TH FLOOR ASSEMBLY HALL-RACKHAM GRADUATE SCHOOL DINNER WILL BE PROVIDED Any questions contact: Hector Galvan|hgalvan@umich.edu|734-936-1055 Sponsored by: Office of Academic Multicultural Initiatives LatinX Heritage Month Committee",Map Rackham Graduate School (Horace H.) - 4th Floor Assembly Hall,['2015-09-23 18:00'],"['Culture', 'Festival', 'Food', 'Free', 'Latin america', 'Mesa', 'Multicultural', 'Rackham', 'Social justice']"
24593,My Brothers,"My Brothers is a lunch series open to all students, faculty and staff that address the unique needs and experiences of men of color at the University of Michigan in a safe, open space. All sessions include free lunch and are open to students, faculty, and staff. Come take part in the conversation about the various cultural differences of what it means to achieve & the pressures we carry with that. Our Mission: My Brothers seeks to empower men of color around issues of identity, intercultural competency, and health and wellness that affect them in an open atmosphere. The program welcomes all University of Michigan men of color, undergraduate and graduate, faculty and staff. Central Student Government - Chambers Room Upcoming Session Fall 2015 & Winter 2016 semester: Tuesday September 15th, 2015 Tuesday October 13th, 2015 Tuesday November 10th, 2015 Tuesday December 8th, 2015 Tuesday January 12th, 2016 Tuesday February 9th, 2016 Tuesday March 15th, 2016 Tuesday April 5th, 2016",Map Michigan Union - Central Student Government Chambers,"['2015-09-15 12:00', '2015-10-13 12:00', '2015-12-08 12:00', '2016-01-12 12:00', '2016-02-09 12:00', '2016-03-15 12:00', '2016-04-05 12:00']","['Career', 'Culture', 'Discussion', 'Food', 'Free', 'Health & wellness', 'Mesa', 'Multicultural', 'Politics', 'Religious', 'Social justice', 'Storytelling', 'Workshop']"
24599,Nourish,"Join us for discussions that address the unique needs and experiences of self-identified women of color at the University of Michigan in a safe, open space. All sessions include free lunch and are open to students, faculty, and staff. Our Mission: Nourish YourSELF seeks to empower women of color around issues of identity, intercultural competency, health and wellness in an open, spirited atmosphere. The program welcomes all self-identified women of color at the University of Michigan including undergraduates, graduate students, faculty, and staff. All session are held from 11:30 AM to 1 PM in The Connector (in West Quad with entrances from the Union and South Quad) Session dates: Wednesdays, 11:30am-1pm September 16 October 14 November 11 December 9 January 13 February 10 March 16 April 6",Map South Quadrangle - Connector,"['2015-09-16 11:30', '2015-10-14 11:30', '2015-11-11 11:30', '2015-12-09 11:30']","['Culture', 'Discussion', 'Family', 'Food', 'Free', 'Health & wellness', 'Mesa', 'Multicultural', 'Nutrition', 'Social justice']"
24747,Queer Graduate Students of Color *Feel Good Friday* @ Trotter!,"Kick off the year with a Feel Good Friday dedicated to building community, meeting new people, and enjoying some fabulous food. Join the Spectrum Center and the Trotter Multicultural Center as we break bread and have some fun!",Off Campus Location,"['2015-09-18 11:00', '2015-09-18 13:00']","['Food', 'Lgbt', 'Multicultural']"
24765,Detroiters Speak Orientation,Join us this Fall for a special Southwest Detroit speaker series featuring community voices from all over this vast + important neighborhood. Open to the public! Free Food + great conversation. Free transportation from Ann Arbor (email semesterindetroit.umich.edu) Don't miss it! UM Ann Arbor Students: This can be taken as a 1 credit minicourse. Register for RCIDIV 350:001,Map Detroit Center - Ann Arbor Room,['2015-09-24 19:00'],"['Activism', 'Culture', 'Detroit', 'Discussion', 'Food', 'Free', 'Lifelong learning', 'Social justice']"
24766,Through our own eyes: Histories of Southwest Detroit Communities,Join us this Fall for a special Southwest Detroit speaker series featuring community voices from all over this vast + important neighborhood. Open to the public! Free Food + great conversation. Free transportation from Ann Arbor (email semesterindetroit.umich.edu) Don't miss it! UM Ann Arbor Students: This can be taken as a 1 credit minicourse. Register for RCIDIV 350:001 Relevant readings are posted at http://detroitcenter.umich.edu/news/2015/9/detroiters-speak-series-returns-fall-2015,Off Campus Location,"['2015-09-30 15:00', '2015-10-01 19:00']","['Activism', 'Commencement', 'Culture', 'Detroit', 'Discussion', 'Food', 'Free', 'Lifelong learning', 'Multicultural', 'Social justice']"
24767,Southwest Detroit History Through Music,Join us this Fall for a special Southwest Detroit speaker series featuring community voices from all over this vast + important neighborhood. Open to the public! Free Food + great conversation. Free transportation from Ann Arbor (email semesterindetroit.umich.edu) Don't miss it! UM Ann Arbor Students: This can be taken as a 1 credit minicourse. Register for RCIDIV 350:001 Relevant readings will be posted closer to the event.,Off Campus Location,"['2015-09-30 14:00', '2015-10-08 19:00']","['Culture', 'Detroit', 'Food', 'Free', 'Lifelong learning', 'Multicultural', 'Social justice']"
24796,MESA & Spectrum Center Open House Progressive,"Begin your journey into the 2015-2016 academic year by fueling up with us! Meet us at the intersection of U and I with Multi-Ethnic Student Affairs (MESA) and the Spectrum Center as we host our first-ever joint open house progressive. Tour the offices, become familiar with our resources, meet our staff, and enjoy some good food and great people! Appetizers will be hosted at MESA (2202 Michigan Union) and desserts at the Spectrum Center (3200 Michigan Union). A short program will commence at MESA at 4:45pm and at Spectrum at 5:15pm. We hope to see you there!",Map Michigan Union - MESA (2200) and the Spectrum Center (3200),['2015-09-30 16:00'],"['Culture', 'Food', 'Free', 'Lgbt', 'Mesa', 'Multicultural', 'Welcome to michigan']"
24824,Soul Food Sundays,"Soul Food Sunday is an event dedicated to honoring the history and traditions of soul food, dating back centuries within the African diaspora. It is a time for students, faculty, and staff of all identities, to come together in recognition and celebration of the African people and African American culture, and its tradition of Sunday gatherings at the home of the family matriarch. Through bread breaking, music, dance, and conversation let us all shine a light on the humble and welcoming love among the Black community.",Map William Monroe Trotter Multicultural Center,"['2015-09-27 17:00', '2015-10-25 17:00', '2015-11-18 15:00', '2015-11-18 15:00', '2015-11-22 17:00', '2015-12-06 17:00', '2016-02-21 17:00', '2016-03-20 17:00']","['Culture', 'Food', 'Multicultural', 'Social', 'Social justice']"
24840,1st Fridays,"Feel Good Friday, but with a twist! Same program, same atmosphere, same great food, but to better serve our students, we’re providing an all new, comprehensive, and impactful Friday program on the 1st Friday of every month. We invite you to take a break from classes and stop by to spend some time with your Trotter Family from 1:00PM-4:00PM.",Map William Monroe Trotter Multicultural Center,"['2015-09-18 13:00', '2015-09-25 13:00', '2015-10-02 13:00', '2015-10-09 13:00', '2015-10-16 13:00', '2015-10-23 13:00', '2015-10-30 13:00', '2015-11-06 13:00', '2015-11-13 13:00', '2015-11-20 13:00', '2015-12-04 13:00', '2015-12-11 13:00', '2016-01-15 13:00', '2016-02-05 13:00', '2016-03-11 13:00', '2016-04-01 13:00']","['Food', 'Free', 'Multicultural', 'Social', 'Social justice']"
24849,Evening in the Arb,"Come join us for some free snacks and fun games to get to know everyone on FreeHearts! We will be in the arb by the Markley entrance, you'll see us!",Map Nichols Arboretum,['2015-09-20 17:00'],"['Activism', 'Community service', 'Food', 'Free', 'Outdoors', 'Social', 'Social impact', 'Social justice', 'Student org']"
24926,Sustainability Town Hall,"This year's annual town hall will provide an opportunity for the campus community to learn about new sustainability initiatives, projects and programs that will help us reach our campus-wide sustainability goals. Please RSVP as space is limited. http://ocs.umich.edu/townhalls.html",Map Harlan Hatcher Graduate Library - Gallery,['2015-11-05 9:00'],"['Athletics', 'Community service', 'Culture', 'Environment', 'Food', 'Free', 'Health & wellness', 'Leadership', 'Lecture', 'Networking', 'Reception', 'Sustainability']"
24931,Family Halloween Party,"Wear your costume and trick-or-treat at the Museum! Discover special stations and displays full of hands-on activities, live animals, and more! The party is free–no reservations or tickets necessary. The party is suitable for all ages. Don’t forget to bring your goody bag! For more information, call (734) 764-0480 or e-mail kelsul@umich.edu. Sponsored by the Kiwanis Club of Ann Arbor and UM Credit Union.",Map Ruthven Museums Building,['2015-10-25 12:00'],"['Children', 'Festival', 'Food', 'Free', 'Games', 'Halloween', 'Holiday']"
24932,Science Cafe: Topic to be announced,Topic to be announced Science Cafés provide an opportunity for audiences to discuss current science topics with experts in an informal setting. Hors d’oeuvres at 5:30 PM; program 6:00-7:30 PM.,"Conor O'Neill's Pub, 318 S. Main Street, Ann Arbor",['2015-10-21 17:30'],"['Food', 'Museum']"
24973,Achievement 101: Your Guide to Success at U-M,"Are you a first-year student looking to get ahead? Come to the first LAB workshop of the year discussing: how you can get involved, how you can make your experience as a student at UM work for you, and most importantly - how to thrive as a student! You don't want to miss this. Oh yeah and....food is provided!",Map Michigan League - Michigan Room (2nd Floor),['2015-09-26 10:30'],"['Discussion', 'Food', 'Free', 'Leadership', 'Multicultural', 'Scholarship', 'Welcome to michigan']"
24989,East Quad Garden Ribbon Cutting,Come celebrate the East Quad Garden!,"Map East Quadrangle - Garden, across from Ross Executive Residence",['2015-10-02 12:00'],"['Community service', 'Environment', 'Food', 'Free', 'Outdoors', 'Reception', 'Social impact']"
