19733,BooMix: A UMix Program,"Join us on Friday, October 31st for BooMix at the CCRB for fun with a DJ, haunted glow laser tag, roving magician, dive-in double feature of Halloweentown and Halloweentown 2 @ the CCRB pool, a midnight buffet, crafts and more spooktakular activities!",Map Central Campus Recreation Building,['2014-10-31 22:00']
12867,Beyond Obamacare: Social Determinants and Disparities in Health and America's Paradoxical Crisis of Health Care and Health,2013 Henry Russel Lecture presented by James S. House,"Map Rackham Graduate School (Horace H.) - Rackham Ampitheater, 4th Floor",['2013-03-14 16:00']
21851,Violin Studio Recital,Featuring students of professor Danielle Belen.,Map Stearns Building - Cady Room,['2015-03-29 17:30']
21174,Re-establishing U.S.-Cuba Relations: Walking the Tightrope for Success,"Please join us for a panel discussion on the challenges and implications in re-establishing the US-Cuba relations. Panelist: Ruth Behar, professor of anthropology and a MacArthur Fellow, can discuss how renewed ties could affect Cuba. She's bilingual English/Spanish. Behar is the editor of the pioneering anthology, Bridges to Cuba, and author of several books, including An Island Called Home: Returning to Jewish Cuba and Traveling Heavy: A Memoir in between Journeys. Behar is also a native of Cuba who immigrated to the U.S. as a 5-year-old after the revolution. She has visited Cuba many times and has written extensively about crossing cultural borders. Behar is bilingual English/Spanish. Silvia Pedraza, professor of Sociology and American Culture, can discuss the social and economic conditions in Cuba and the possible impact of the renewed ties with the US on Cuban society. Her research focuses on the exodus from Cuba over the half century of the revolution. She is the author of Political Disaffection in Cuba’s Revolution and Exodus (Cambridge University Press, 2007). She is presently working on a book comparing the Cuban and Venezuelan revolutions. She was born and raised in Cuba and immigrated to the US at the age of 12, after the revolution. She has visited Cuba many times, seeking to understand the impact of the revolution on people's lives there and the motivation for the exodus. She has contributed to numerous articles by The New York Times, The Miami Herald and El Nuevo Herald, The Los Angeles Times, The Detroit News, among others Melvyn Levitsky, professor of international policy and practice at the Ford School of Public Policy, can discuss the diplomatic challenges the U.S. and Cuba will face in their negotiations. Levitsky was the U.S. ambassador to Brazil in 1994-98. His expertise includes politics, economics, diplomacy and drug policy. * For more details about the presenters, please visit ns.umich.edu Moderator: Jesse Hoffnung-Garskof, assistant professor of American Culture and History Live stream will be available at ii.umich.edu/lacs Co-sponsored by: Michigan News; International Policy Center, Gerald R. Ford School of Public Policy; and Cuban Research Institute, Florida International Unviersity",Map Weill Hall - Walter and Leonore Annenberg Auditorium,['2015-02-04 17:30']
15368,Career Center Resource Emporium,"ALL STUDENTS ARE WELCOME! Join Peer Career Specialists Ryan and Mackenzie for our annual Career Center Resource Emporium. Never heard about the Career Center before? - Are you looking for a ***** job or internship ***** in the future? - Would you like access to amazing FREE resources to help make your life easier and get you your dream job? This event is for you. You will meet our team of well-seasoned advisors, learn about all of our resources, guides, and databases, and find out how the Career Center can help you harvest your true potential.",Map Student Activities Building - The Career Center,['2013-11-06 16:00']
24073,Vincent York Goes Afro-Cuban with Alberto Nacif,"Join us in Havana, Michigan! Saxophonist Vincent York and conguero Alberto Nacif join forces with esteemed Cuban percussionist Jose “Pepe” Espinosa and musicians Bob Hurst (Bass), Rick Roe (Piano) and Anthony Stanco (trumpet) for a one-time-only event that promises to be an unforgettable evening. Join this all-star sextet as they showcase a range of Afro-Cuban jazz, including interpretations of recordings made by Afro-Cuban jazz pioneer Machito and His Afro-Cubans with soloist Charlie Parker on alto saxophone such as ""Tico-Tico"" and other Afro-Cuban jazz favorites like ""Mambo Influenciado.""","Off Campus Location - The Ark, 316 S. Main, Ann Arbor, MI",['2015-11-14 20:00']
32017,Film Comedy,"We’ll look at the content, techniques and variety of twentieth-century American film comedy by examining some of its key moments. We’ll also consider the basic questions of “what is comedy” and “why we laugh.” The six films we will view are likely to be the following: Charlie Chaplin’s Modern Times (1936), Bringing Up Baby (Howard Hawks, 1938), Some Like it Hot (Billy Wilder, 1959), Mash (Robert Altman, 1970), Blazing Saddles (Mel Brooks,1974) and Annie Hall (Woody Allen, 1977). This class for those 50 and over will meet for three hours each Monday from October 17 through November 28, except for October 24 and will be led by instructor Ira Konigsberg, Professor Emeritus of Film at U of M.",UM North Campus Research Complex Building 10 Research Auditorium - 2800 Plymouth Rd,['2016-10-17 10:00']
29262,How Sincerity in Literature Was Made: Soviet Children's Writers and the Moral Revival of the Mid-1950s,"It is generally acknowledged that the beginning of the “Thaw” epoch in Soviet literature was marked by the publication of Vladimir Pomerantsev’s article “On sincerity in literature” (December, 1953). There sincerity was interpreted not as a writer’s inclination to “open” his/her inner world to the public, but rather as a moral demand to critically represent the social environment and social conditions. This view acquired wide support in the milieu of reformatory-minded Soviet writers, especially those who specialized in children's literature. This talk is intended to discover what literary plots, images and devices were required and were really used in order to fulfill this moral and social duty and what peculiar and sometimes odd literary forms arose in response to the new imperatives. Maria Maiofis is an Associate Professor and Senior Research Fellow at the School of Advanced Research in the Humanities, Russian Academy of National Economy and Public Administration. She is the author of Appeal to Europe: the Literary Society “Arzamas” and the Russian Modernization Project of 1815-1818 (in Russian, 2008), and a co-editor of volumes on the history of Soviet children’s and youth culture and education, most recently, Islands of Utopia: Social and Pedagogical Approaches to Modeling Post-WWII School (in Russian, 2015).",Map 202 S. Thayer - Osterman Common Room,['2016-03-15 17:00']
14630,Department of Biological Chemistry Seminar Series,"Dr. Craig A. Smibert from the University of Toronto will be giving a lecture titled:""Post-Transcriptional control of gene expression in the early Drosophila embryo.""",Map Medical Science Research Building 1 - 5330,['2013-09-24 12:00']
36347,Arts& Sustainability,"Loosely based around the Parisian salons of the 17th and 18th centuries, Arts& creates a social venue for students from all backgrounds and discipline to discuss social issues and compelling ideas. The first of a planned series, the Arts& Sustainability salon will include an interactive origami exhibit, live music performance and a panel discussion and free group discussions. This event will explore the role art and design can play in our growing need for responsibly sourced elements and the reduction of waste in both our local and national community. Panel discussion guests: David Zinn, local artist and UM alumni Joseph Trumpey, professor at Stamps school of Art and Design Edgar Cardenas, postdoctoral research fellow Student representatives This event is free and open to the public. Doors will open at 5:30pm and live performance and panel discussion begin from 6pm.",Map Michigan Union - Willis War Lounge,['2016-12-02 17:30']
28381,Careers in Technical Writing for Humanities and Social Science PhDs: Web-Based Panel hosted by The Versatile PhD,"Join us Virtually! March 14-18th in the ""Humanities and Social Science Forum"" for a panel discussion. Humanities and Social Science PhDs currently making an impact in some interesting roles will join us for the entire week to answer your questions. All are satisfied by their careers and look forward to telling their stories and answering your questions. Panelists will introduce themselves Monday, March 14th and will answer your questions for the rest of the week through Friday, March 18th. To participate, join VPhD at https://versatilephd.com/register/ if you haven’t already. Then visit the ""Humanities and Social Science Forum"" any time during the week of March 14th, 2016. Look for threads beginning with the word “Panel.” No special registration or sign-up for the panel discussion is required beyond simply joining the Versatile PhD community. Joining automatically gets you access to the discussion forum and the panel.","University of Michigan, Ann Arbor, MI, USA",['2016-03-16 8:00']
40064,"Senior Recital: Ann Marie Calvaneso, soprano",PROGRAM: Schubert - Liebesbotschaft; Ständchen; Die junge Nonne; Cipullo - Late Summer; Hogan - Give Me Jesus; Puccini - Quando me’n vo’; Debussy - Ariettes Oubliées; Delibes - Les filles de Cadix.,Map Earl V. Moore Building - McIntosh Theatre,['2017-04-07 20:00']
22969,Cinetopia: East Side Sushi,"Released in 2014 | 116 minutes | Directed by Anthony Lucero Juana’s (Diana Elizabeth Torres) work – preparing fruit for the family’s sidewalk cart – is steady but hardly her life’s calling. Despite the objections and concerns of her family, Juana decides to pursue her dream of becoming an expert sushi chef, to go where her heart tells her, not where she is expected to be. Faced with the obstacles of being the wrong gender and race for her chosen profession, Juana must overcome the doubters to succeed where no one like her ever has. With East Side Sushi, writer/director Anthony Lucero has crafted a colorful and entertaining depiction of restaurant politics and cultural dynamics, producing a film that is a realistic look at the changing multicultural world of food in America. -Napa Valley Film Festival","Detroit Institute of Arts Lecture Hall, 5200 Woodward Avenue, Detroit, Michigan 48202","['2015-06-07 15:15', '2015-06-12 12:00', '2015-06-14 11:15']"
22495,Ann Arbor Art Fair,"Over 1,100 artists from all over the world will return to the streets of Ann Arbor, Michigan for one of the nation's best art fairs. Composed of four independently juried art fairs (Ann Arbor’s South University Art Fair; Ann Arbor Street Art Fair, the Original; Ann Arbor Summer Art Fair, and the State Street Area Art Fair), taking place simultaneously and contiguously throughout beautiful Ann Arbor. The FREE event is an art lovers destination of original works of art, street performances, culinary treats and a variety of shops featuring sidewalk sales. Association for India's Development - Ann Arbor , is participating in the Ann Arbor Art Fair. We will be selling ethnic Indian wear, hand-made jewellery, photography, paintings and much more! All the sale items are made by different non-profits in India like Hunar Revolution. The money raised will be donated directly to the development projects in India.You are also welcome to get your hands colored with beautiful Mehandi! Please join us for the Art Fair (Booth number 64-65). Click here for event details.Date: July 15-18, 2015 Time: 10 am to 9 pm (Saturday 18 July, till 6 pm) Venue: Downtown Ann Arbor AID: http://umich.edu/~aidindia/ More about Art Fair: www.TheAnnArborArtFair.com",Ann Arbor Downtown,"['2015-07-15 10:00', '2015-07-16 0:00', '2015-07-17 0:00', '2015-07-18 0:00', '2015-07-19 0:00']"
12408,"Senior Recital: Brandon Pemberton, conductor","PROGRAM: Fauré - Requiem in D Minor, op. 48","Off Campus Location - First United Methodist Church - 120 S State St, Ann Arbor",['2013-02-22 19:30']
14928,"Dissertation Recital: Daniel Mikat, organ","PROGRAM: Bach - Prelude and Fugue in F Minor, BWV 534; Trio Sonata in E-flat Major, BWV 525; Messiaen - “Le Verbe” from La Nativité du Seigneur; Vierne - From 24 Pièces en style libre, op. 31; Phelps - The Spirit of God, Like a Fire is Burning.",Map Hill Auditorium,['2013-10-16 20:00']
22424,Gifts of Art presents Big Painted Stuff: Mixed Media,"Karl Laub’s paintings are a mixture of acrylics, watercolors, pastels, molding paste and whatever else he can find to include in his artwork. He has enjoyed working on these larger pieces that have let him experiment with a wider range of colors and techniques and allowed him more room to make a mess. Laub is the Community Development Director for the City of River Rouge and resides in Gibraltar, Michigan.","Map University Hospitals - Gifts of Art Gallery — University Hospital Main Lobby, Floor 1.","['2015-04-13 8:00', '2015-04-14 8:00', '2015-04-15 8:00', '2015-04-16 8:00', '2015-04-17 8:00', '2015-04-18 8:00', '2015-04-19 8:00', '2015-04-20 8:00', '2015-04-21 8:00', '2015-04-22 8:00', '2015-04-23 8:00', '2015-04-24 8:00', '2015-04-25 8:00', '2015-04-26 8:00', '2015-04-27 8:00', '2015-04-28 8:00', '2015-04-29 8:00', '2015-04-30 8:00', '2015-05-01 8:00', '2015-05-02 8:00', '2015-05-03 8:00', '2015-05-04 8:00', '2015-05-05 8:00', '2015-05-06 8:00', '2015-05-07 8:00', '2015-05-08 8:00', '2015-05-09 8:00', '2015-05-10 8:00', '2015-05-11 8:00', '2015-05-12 8:00', '2015-05-13 8:00', '2015-05-14 8:00', '2015-05-15 8:00', '2015-05-16 8:00', '2015-05-17 8:00', '2015-05-18 8:00', '2015-05-19 8:00', '2015-05-20 8:00', '2015-05-21 8:00', '2015-05-22 8:00', '2015-05-23 8:00', '2015-05-24 8:00', '2015-05-25 8:00', '2015-05-26 8:00', '2015-05-27 8:00', '2015-05-28 8:00', '2015-05-29 8:00', '2015-05-30 8:00', '2015-05-31 8:00', '2015-06-01 8:00', '2015-06-02 8:00', '2015-06-03 8:00', '2015-06-04 8:00', '2015-06-05 8:00', '2015-06-06 8:00', '2015-06-07 8:00']"
4011,Spectrum Center National Coming Out Week Scavenger Hunt!,"Celebrate National Coming Out Week with the Spectrum Center by participating in our week long scavenger hunt!! Only two simple steps to participate: Step 1: Grab your iPhone, Android, or iPod touch* and download the free SCVNGR app. Step 2: Click on the ""Treks"" tab, and there you will find the National Coming Out Week trek. You are now ready to explore the campus and community with the Spectrum Center as your guide! Using the location feature on your phone, the application will tell you places to go, confirm when you are there, and give you challenges to complete. Each challenge is worth points based on the difficulty. The participants in first, second, and third place will win fabulous prizes! Follow the Spectrum Center on twitter at http://twitter.com/UMSpectrumCtr# to get updates about the challenges, the prizes, and helpful hints. If you have questions, visit http://scvngr.com, http://spectrumcenter.umich.edu, or email jlbest@umich.edu. *If you would like to participate in the trek via SMS text messaging, send the code ncow2010 to SCVNGR, or 728647, and you will be texted the first challenge.",Map Michigan Union,"['2010-10-11 6:00', '2010-10-12 6:00', '2010-10-13 6:00', '2010-10-14 6:00', '2010-10-15 6:00']"
26872,GCC Israel Info Session,"On the GCC Israel-Tel Aviv and Jerusalem in Israeli Culture program, explore Tel Aviv and Jerusalem, Israel's 2 main urban centers. Frankel Center Scholarship: Students admitted to the GCC Israel program will receive a grant of up to $1,000 from the Frankel Center for Judaic Studies. LSA Scholarship Opportunity: LSA Global Experience Scholarships are need-based awards ranging from $500 to $10,000 depending on the level of need and program cost. Apply online on M-Compass before the December 15, 2016 deadline. Tel Aviv and Jerusalem are perceived as polar opposites in Israel’s cultural landscape. Jerusalem is an ancient world center in the Judean mountains with a rich and sacred past. As one of the oldest cities in the world, it has witnessed its share of glory and conflict. Jerusalem is a sacred city for all three Abrahamic faiths and serves as Israel’s political capital. Tel Aviv—the “first Hebrew city”—seems to have emerged from the sand dunes of the Mediterranean a century ago. A cosmopolitan hub for tech and trade, home to corporate offices and development centers, Tel Aviv is Israel’s financial capital and a major arts and entertainment center. It has the second-largest economy in the Middle East, and its modern Bauhaus-inspired “White City” is a UNESCO World Heritage site. During your time in Israel, you will explore key sites in the history of Jerusalem and Tel Aviv and meet with writers, filmmakers, and other artists living and working in these cities. Discover the ethnic, racial, and cultural diversity of the local populations, which include Ashkenazi and Mizrahi Jews (Jews from Arab countries), religious and secular Jews and Arabs (both Muslim and Christian), and migrant workers. Examine prose and poetry, film and other visual arts that portray Tel Aviv and Jerusalem from the first half of the twentieth century to the present.","Map Angell Hall - CGIS Office, G155",['2015-12-04 15:00']
19614,Positive Links Speaker Series,"The Positive Links Speaker Series 2014-15 season features contributing authors of ""How To Be a Positive Leader: Small Actions, Big Impact."" (howtobeapositiveleader.com) Positive leaders are able to dramatically expand their people’s—and their own—capacity for excellence. And they accomplish this without enormous resources or huge heroic gestures. Leading scholars describe how this is being done at organizations such as Wells Fargo, Ford, Kelly Services, Burt’s Bees, Connecticut’s Griffin Hospital, the Michigan-based Zingerman’s Community of Businesses, and many others. Like the butterfly in Brazil whose flapping wings create a typhoon in Texas, you can create profound positive change in your organization through simple actions and attitude shifts. Please join us to learn how. Lynn Perry Wooten is the Associate Dean of Undergraduate Programs at the Ross School of Business, University of Michigan. In this role, she is responsible for developing and implementing transformational educational experiences for Ross undergraduate students inside and outside of the classroom. She teaches organizational behavior, nonprofit management and strategic consulting courses. Professor Wooten conducts research in four primary areas: (1) positive organizing routines; (2) diversity management; (3) crisis leadership through resilience and organizational learning; and (4) educational and leadership development of undergraduate students. Her research appears in academic journals, monographs, and popular press outlets. Erika Hayes James was appointed Dean of Emory University’s Goizueta Business School on May 19, 2014. Prior to this prestigious appointment, James served as Senior Associate Dean for Executive Education at the Darden Graduate School of Business (Virginia). James is a published researcher, award-winning educator, admired administrator, regarded speaker and proven consultant. Her expertise in workplace diversity and crisis leadership has led to recognition in scholarly journals and mainstream media. She has also taught and consulted on topics including decision making under pressure, trust and change management. Born in Bermuda, James grew up in Texas and completed her undergraduate work at Pomona College (Calif.). While fulfilling coursework James started in the field of organizational psychology and pursued an M.A. and Ph.D. in the subject at the University of Michigan. She served as an assistant professor at Tulane University's Freeman School of Business and Emory before joining the faculty at Darden. James also spent one year as a visiting professor at Harvard Business School.","Map Ross School of Business - Colloquium, 6th Floor",['2015-04-13 16:00']
13223,"""Jewish Extremism in Israel: A Journalist Perspective.""","Shai Gal is a TV correspondent for Israeli channel 2 News (the biggest TV news group in Israel) and a documentary films director. He is currently a Knight–Wallace fellow for journalists at the University of Michigan. Gal is a correspondent of the weekly News program ""Ulpan Shishi"" focusing on In-depth reporting on a wide range of issues: social, minorities, political, military, cloture and more. He reveled the story of 8 years old Naama Margolis from Beit Shemesh and Conducted a series of cover stories about religion extremism in Israel, who had world wide follow up. Gal Co Directed ""Google baby"" – a documentary about parents' quest for the perfect baby, who won the American Emmy award in Outstanding Science and Technology Programming category as HBO representative. Co-sponsored by the Frankel Center for Judaic Studies.","Map Literature Science and the Arts - 4154, 500 S. State",['2013-04-12 12:00']
25114,PATHWAYS,https://www.uhs.umich.edu/pathways,Trotter Multicultural Center: Conference Room A,['2016-01-07 19:30']
5218,Service Rocks,Cameo of performances by community service organizations.,Map Lydia Mendelssohn Theatre,['2011-02-04 19:00']
33898,Connecting Students to Advance Health,U-M students and faculty in health-related fields are invited to join leaders from across the health professions and schools for this annual event. Learn what's happening with interprofessional education (IPE) and opportunities @ U-M. Share your ideas to shape the future. Meet new people and network! RSVP if you plan to attend and have dinner: https://goo.gl/forms/7W5mi5hOdFHPuUeq1,Map Munger Graduate Residences - 8th floor North and South Commons,['2016-10-20 18:00']
13110,The Handsome Family,"The Handsome Family consists of Brett and Rennie Sparks, who live in Albuquerque and have been married for two decades. Sometimes they perform with up to a six-piece band, and sometimes it's only Brett and Rennie with a laptop computer. Says Britain's NME magazine: ""Each song is like an abridged Flannery O'Connor story read aloud by Johnny Cash, hovering somewhere between the metaphysical and the mundane."" Enter the dark forest of The Handsome Family and let the beautiful branches surround you. This is haunting music in the most wonderful way– brilliant, emotionally charged, and absolutely unique. May 2013 brings the release of The Handsome Family’s ""Wilderness,"" a record about animals (frogs, flies, wildebeest, octopuses, lizards ...), but in lyricist Rennie Sparks’s hands the wonders of nature are intertwined with true stories of Stephen Foster’s death in a Bowery flophouse, General Custer’s shiny boots as he lay dead on a Montana prairie, and the capture of Mary Sweeney, the Wisconsin Window Smasher of 1896. Danny Barnes of The Bad Livers makes a rare area appearance as an opener!","Off Campus Location - The Ark, 316 S. Main, Ann Arbor, MI",['2013-07-28 19:30']
24600,"Orders of Exchange: Buying Babies in the ""Hippolytus""","In his famously misogynist speech (Eu. Hipp. 616-33), the young Hippolytus suggests that men should be able to produce babies by purchasing them at temples, rather than engaging in sexual intercourse with women. What has not been noticed is that the form of exchange Hippolytus suggests in this passage explicitly avoids the use of coinage, and thus belongs to what Kurke and others have termed the aristocratic, “long-term” order of exchange; at the same moment he suggests that women are “counterfeit coins,” thereby placing sexual reproduction on the side of “short term"" commercial exchange. Built into Hippolytus’ misogyny, then, we can see his self-image as a champion for elitist, anti-democratic discourse — an opposition that resonates throughout the drama in his conflict with Theseus.",Map Angell Hall - 2175 Classics Library,['2015-10-08 16:00']
17032,Specialist Recital: Jennifer Fischer,"PROGRAM: Schumann - FÃ¼nf stÃ¼cke im volkston, op. 120; Desportes - La naissance d\&##39;un papillon; Boyd - Auctumnus; Bax - Sonata for Clarinet and Piano; Saint-Saens - Introduction and Rondo Capriccioso, op. 28.",Map Earl V. Moore Building - Britton Recital Hall,['2014-03-30 13:00']
11889,Department of Biological Chemistry Seminar Series (Faculty Candidate Seminar),"Congcong He, Ph.D., University of Texas Southwestern, will be presenting a seminar titled ""Autophagy in exercise, metabolism, and insulin resistance.""",Map Medical Science Unit II - North Lecture Hall,['2013-01-22 12:00']
36904,Information Session with Rockefeller University,Come learn about the great innovative and groundbreaking research going on at The Rockefeller University. Come explore the possibilities of being part of this amazing community of world renowned scientist at the leading edge of biological and biomedical science that trains the next generation of researchers.,"Kalamazoo Room Michigan League 911 N University Ave, Ann Arbor,MI 48104, USA",['2017-01-26 18:00']
37689,Basics of Retirement Investing,"The class will focus on the basics of investments including stocks, bonds, mutual funds and more. You will learn your personal risk tolerance and apply it to an asset allocation model. We will de-mystify the markets and learn how to create and re-balance a portfolio. John Sepp is a veteran of the securities industry. He is employed by Parkland Securities, LLC, Member FINRA/SIPC. (Required regulatory disclosure, no products will be offered or sold at the class). This class for adults over 50 meets Tuesday through June 13th. https://olli-umich.org/olli/index.php/member/ctlg/viewEventDetails/952","Turner Senior Resource Center, 2401 Plymouth Road",['2017-05-23 13:30']
24441,"""Great Lakes Aggregator: Exploring the Creation of Regionally-Based Digital Collections for Scholarship in the Humanities""","In collaboration with the Advanced Research Consortium (Texas A&M), three scholars from the Universities of Michigan and Illinois, Urbana Champagne are assembling a thematic collection on the environmental history of the Great Lakes Basin. The Great Lakes Aggregator pushes the envelope on the theory and practice of thematic collections in the humanities. The talk will establish the scholarly context for digital aggregation and then summarize some of the conceptual and technical challenges of thematic aggregation, including the choice of collections, the transformation and normalization of metadata, and the development of user guides for previously dispersed digital collections. The presentation will conclude with some insights on the future of digital collection aggregation in support of digital scholarship in the humanities. The project is supported by a grant from the Humanities Without Walls initiative.","Map 202 S. Thayer - Institute for the Humanities Common Room, #1022",['2015-10-26 12:30']
3534,Assi El Helani,"Born in 1970, Assi El Helani has been a major figure in the music scene of the Middle East since the 1990s. With participation in numerous important musical events, including the Carthage Festival, the Baalbeck International Festival, and concerts throughout Europe, the Arab World, and America, he is regarded as one of the true superstars to emerge from Lebanon. He is also actively involved in humanitarian issues, performing at fundraising concerts throughout the Middle East in support of many different charities, including the World Food Program of the United Nations and the Women's Development Association Hayati. His music videos give a nod to his reputation as a talented actor who has received numerous offers for leading roles in Arab films and television series. With more than a dozen recordings to his name, Assi El Helani's popstar status makes him an incredibly exciting addition to the UMS series.",Map Hill Auditorium,['2010-11-06 20:00']
17399,"Masters Recital: Mi-Eun Kim, piano","PROGRAM: Haydn - Piano Sonata in E-flat Major, Hob. XVI: 49; Beethoven - Piano Sonata in E Major, op. 109; Prokofiev - Piano Sonata in B-flat Major, no. 7, op. 83.","Off Campus Location - Kerrytown Concert House - 415 N. Fourth Ave., Ann Arbor",['2014-05-10 20:00']
6409,University Philharmonia Orchestra,"Pre-concert lecture at 7:15. Christopher James Lees, conductor. The University Philharmonia Orchestra begins the year with music connected with drama on stage, be it inspired by poetic, operatic, or balletic genres. Traversing diverse sonic landscapes of German, American, French, & Russian origin, this program juxtaposes music of grand gesture, contemplative thought, nuanced color, and dramatic fiery passion, respectively. PROGRAM: Wagner - Prelude to Die Meistersinger von NÃ¼renburg; Barber - Music for a Scene from Shelley; Fauré - Pelleas st Melisande; Tchaikovsky - Romeo & Juliet Fantasy Overture",Map Hill Auditorium,['2011-09-27 20:00']
7427,Audra McDonald,"A Juilliard-trained, four-time Tony Award-winning singer and actress who has released four solo albums and performed with every major orchestra in the US, Audra McDonald is not one to rest on her laurels – which also include two Grammy awards and two prime-time Emmy Award nominations. The vivacious actress is a restlessly creative spirit who is reluctant to be typecast strictly as a musical theater artist, despite her enormous success in that genre. Since her last UMS appearance in 2005, McDonald has made her Houston Grand Opera debut, won her fourth Tony (for A Raisin in the Sun), played Olivia in Shakespeare’s Twelfth Night at The Public Theater’s Shakespeare in the Park, performed at the White House for President Obama, and spent four years on the ABC series “Private Practice.” She now returns to her musical theater roots, including both this Hill Auditorium concert and performing the role of Bess in Porgy and Bess for American Repertory Theater and on Broadway.",Map Hill Auditorium,['2011-11-04 20:00']
6984,Down the Stretch,"These sessions are designed to help you cope with end-of-semester stress. You will learn about how to: make the most of the time you have left to study; implement basic ""emergency"" study strategies; and manage short-term stress.",Map Michigan Union - 3100,"['2011-12-07 11:00', '2011-12-09 15:00', '2011-12-13 13:00']"
14851,Performance Showcase,Come to Performance Showcase featuring members of NPHC Greek life and step teams around campus in the Michigan League Underground!,Map Michigan League - Underground,['2013-10-10 19:30']
37476,Student Combinatorics Seminar,We will brainstorm and vote for topics for this semester. There will be cookies!,Map East Hall - 3866,['2017-01-09 16:00']
38952,Michigan Men's Tennis vs. Aquinas,Michigan Men's Tennis vs. Aquinas,Varsity Tennis Center,['2017-04-09 17:00']
29364,Nina McConigley Fiction Reading & Book Signing,"Author of ""Cowboys and East Indians,"" winner of the 2014 Pen Open Award, Nina McConigley currently teaches at the Warren Wilson MFA Program.",Map Museum of Art - Helmut Stern Auditorium,['2016-03-10 17:30']
35333,BOILERMAKER CLASSIC ,Purdue University Tournament,Purdie University,"['2016-12-03 8:00', '2016-12-04 0:00', '2016-12-05 0:00']"
39587,Asian Languages and Cultures Information Session,"Current undergraduate students are invited to an information session on the Department of Asian Languages and Cultures major, minors, and language programs. Students will have the opportunity to speak with an advisor and ask questions specific to them. The Department of Asian Languages and Cultures (ALC) is a center for the exploration of the humanities of Asia, where students are invited to cross the boundaries of nations (including China, India, Indonesia, Japan, and Korea) and of disciplines (including literature, film, language, religion, and history) in order develop two vital qualities: a deep local knowledge and a broad global perspective. The department offers instruction in the cultures of South Asia, Southeast Asia, and East Asia, and in many of the languages of Asia (including Bengali, Chinese, Filipino, Hindi, Indonesian, Japanese, Javanese, Korean, Punjabi, Sanskrit, Thai, Tibetan, Urdu, and Vietnamese). Lunch will be provided. Please RSVP at https://lsa.umich.edu/asian/prospective-students/undergraduate/informationsessions.html. We hope to see you there!",Map 202 S. Thayer - Room 2022,['2017-03-28 12:00']
10939,Trombone Ensemble,"Featuring trombone trios, quartets and the U-M Trombone Ensemble. The program will include works by Basset, Corelli, Lauridsen, Mendelssohn and Tull.",Map Earl V. Moore Building - Britton Recital Hall,['2012-11-11 20:00']
26729,HISTLING: Category (non-)mergers and shifts in pre- and post-PIE,"Ben Fortson will give a presentation on ""Category (non-)mergers and shifts in pre- and post-PIE"".",Map Lorch Hall - 403,['2015-12-04 14:10']
5961,I Hear the Eco Festival,"I Hear the Eco Festival is a campus wide free zero waste event held on April 17 at Reagents Plaza. The event will take place from 11 AM to 3 PM and will be open to all. Earth Day is on April 22 and this would be a good way for students, administration, and community members to learn about the ways they can get involved in sustainability in a fun and eco friendly environment. The festival will include entertainment, speakers, free food, exhibitors, and an appearance from the plastic monster. Go blue and go green!",Map Regents Plaza - Area by the Cube,['2011-04-17 11:00']
2254,"Masters Recital:  Pia Eva Greiner, cello",PROGRAM: Bach - Suite for solo cello No. 5 in C Minor; Marinu - Variations on a theme of Rossini; Brahms - Sonata for cello and piano No. 2 in F Major,,['2010-04-12 20:00']
28157,APAMSA (Asian Pacific American Medical Student Association) Regional Conference,"Asians comprise 5% of the population in the United States but experience certain health disparities more than non-Hispanic whites and African Americans. For example, according to a 2010 study, only 8.6% of Asian Americans sought any type of mental health services or resource compared to nearly 18% of the general population. Also, Asian Americans account for more than 50% of Americans living with chronic hepatitis B. Why do Asian Americans tend not to discuss mental health disorders with their physicians? Why does hepatitis B affect Asian Americans in disproportionate amounts? We want to address these questions in this year’s Region V conference. We’ve organized a series of talks, panels, and workshops to allow you to meditate on disparities facing Asian Americans in the health care system, both from the perspective of the patient and the provider. And more importantly, we want to provide the opportunity for you to discuss what we can do to combat these disparities. We have also invited speakers to reflect on how their ethnic identities have influenced their careers and lives. The intention of the 2016 APAMSA Region V Conference is a call to action to address Asian American health disparities in your future practice.",Off Campus Location,"['2016-01-22 9:00', '2016-01-22 9:00', '2016-01-23 14:00']"
5780,Artist Panel,"Join us as a panel of formerly incarcerated artists discuss works in the 16th Annual Exhibition of Art by Michigan Prisoners and the process of creating art behind bars. The event is moderated by U-M’s School of Art and Design Professor, Janie Paul.",Map Duderstadt Center (Media Union) - Gallery,['2011-03-27 15:00']
