id,title,desc,loc,date,tags
22657,Boy Band & Girl Band Dinner,"Come to Hill Dining Center for the red carpet treatment! Enjoy Boy Band and Girl Band themed dishes, fun music and a VIP lounge!",Map Mosher-Jordan - Hill Dining Center at Mojo,['2015-04-15 17:00'],"['Food', 'Social']"
22658,FInale! Dinner at All Dining Centers,Enjoy a special menu at every dining center. Delicious dishes meant to fortify you for the final weeks of the semester.,Map South Quadrangle - Dining Centers,['2015-04-16 17:00'],"['Food', 'Social']"
22659,Steak and Lobster Dinner at Fireside Cafe -- THIS EVENT IS SOLD OUT!!,Come to the Fireside Cafe for a chef-prepared feast! EVENT IS SOLD OUT!!!,Map Pierpont Commons - Fireside Cafe,['2015-04-16 17:00'],"['Food', 'Social']"
22660,"Masters Recital: Kate Outterbridge, violin",PROGRAM: Ravel - Sonata for Violin and Cello; Messiaen - Quatuor pour la fin du temps.,"St. Andrew’s Episcopal Church - 306 N Division St, Ann Arbor",['2015-04-17 19:30'],"['Free', 'Music']"
22661,"Third Dissertation Recital: Daniel Piccolo, percussion/tabla",PROGRAM: Mishra - Tabla Solo in Tintaal; Khan - Yaad Piya Ki Aaye; Shanahan - Saidi Swing; Ziporyn - Mumbai.,Map Earl V. Moore Building - Rehearsal Hall,['2015-04-18 17:00'],"['Free', 'Music', 'North campus']"
22662,"Masters Recital: Hyun Jeong Kang, piano","PROGRAM: Rachmaninoff - Prelude op. 23, no. 4 in D Major; Chopin - Ballade no. 1 in G Minor, op. 23; Ballade no. 2 in F Major, op. 38; Ballade no. 3 in A-flat Major, op. 47; Ballade no. 4 in F Minor, op. 52; Dutilleux - Choral et Variations.",Map Earl V. Moore Building - Britton Recital Hall,['2015-04-19 17:30'],"['Free', 'Music', 'North campus']"
22663,"Masters Recital: Luke Thomas Randall, baritone","PROGRAM: Ives - Feldeinsamkeit; Du alte Mutter; Weil' auf mir; Ich grolle nicht; Barber - Mélodies passagères, op. 27; Heggie - A Question of Light; Copland - At the River.","Kerrytown Concert House - 415 N 4th Ave, Ann Arbor",['2015-04-19 19:00'],"['Free', 'Music']"
22664,"Masters Recital: Martin Nocedal, cello","PROGRAM: Cassadó - Suite for Violoncello; Bach - Sonata for Viola de Gamba, BWV 1028; Shostakovitch - Concerto no. 1, op. 107.","Campus Chapel - 1236 Washtenaw Ct, Ann Arbor",['2015-04-18 14:00'],"['Free', 'Music']"
22666,"Masters Recital: Zachary Ragent, violin","PROGRAM: Beethoven - Sonata no. 3 in E-flat Major, op. 12, no. 3; Weinberg - Solo Sonata no. 1, op. 82; Brahms - Sonata no. 2 in A Major, op. 100.",Map Earl V. Moore Building - Britton Recital Hall,['2015-04-18 20:00'],"['Free', 'Music', 'North campus']"
22667,Percussion Ensemble Live Webcast,"Joe Gramley and Jonathan Ovalle, directors The U-M Percussion Ensemble is collaborating with Black Swamp Percussion for their annual webcast concert at the Black Swamp headquarters! The webcast will go live at 6:00 PM Please access the live stream link here: https://youtu.be/d1nkHCUhExA PROGRAM: Kopetzki- Exploration of Time; Treuting- Extremes; Eriksson- Forest of Hands; Zivkovic- Trio per Uno; Tompkins- Trio; Longshore and Reed- Boom; Muhly- A Hudson Cycle",Off-Campus Location,['2015-04-15 18:00'],"['Free', 'Music']"
22676,"Senior Recital: Benjamin Zisook, bass trombone","PROGRAM: Plog - Postcards IV; Shostokovich - Adagio from The Limpid Stream, op. 39; Previn - Four Outings for Brass; Bozza - New Orleans; Gonzalez - For The Dying of The Day; Coffin - As Light Through Leaves; Verhelst - Devil's Waltz.",Map Earl V. Moore Building - Rehearsal Hall,['2015-04-17 20:00'],"['Free', 'Music', 'North campus']"
22677,"Dissertation Lecture Recital: Hyun Jung Won, piano","LECTURE: Unfinished Beauty: Fragments & Completions in the Piano Works of Mozart. PROGRAM: Mozart - Fantasy in D Minor, K. 397 & Suite in C.",Map Walgreen Drama Center - Stamps Auditorium,['2015-04-20 17:30'],"['Free', 'Music', 'North campus']"
22678,"Masters Recital: Lani Stait, soprano",PROGRAM: Poulenc - La Courte Paille; Larson - Cowboy Songs; Previn - Sallie Chisum Remembers Billy The Kid; León - Selections from Canciones; Lehár - Es lebt eine Vilja from Die Lustige Witwe.,"First Congregational Church - 608 E William St, Ann Arbor",['2015-04-24 18:00'],"['Free', 'Music']"
22679,"Masters Recital: Angela Nieman, soprano",PROGRAM: Dvorák - Love Songs; Debussy - Ariettes oubliées; Gordon - From Genius Child.,"Kerrytown Concert House - 415 N 4th Ave, Ann Arbor",['2015-04-25 20:00'],"['Free', 'Music']"
22680,"Masters Recital: Laura Longman, violin","PROGRAM: Beethoven - Sonata no. 9 in A Major, op. 47 (“Kreutzer”); Kernis - Air; Ravel - Tzigane - Rhapsodie de concert.","Kerrytown Concert House - 415 N 4th Ave, Ann Arbor",['2015-04-29 20:00'],"['Free', 'Music']"
22684,Finals Survival Breakfast To Go 2015,"Stop by the Pierpont Commons Atrium on Wednesday, April 22nd anytime between 10am and 1pm for FREE FOOD (donuts, muffins, bagels, fruit, and snacks) to help get you through finals week!!",Map Pierpont Commons - Atrium,['2015-04-22 10:00'],"['Food', 'Free']"
22685,Finals Survival Breakfast 2015,"Join us on Wednesday, April 22nd anytime between 10pm and 1am in the Rogel Ballroom of the Michigan Union for FREE waffles, pancakes, eggs, fruit, oatmeal, and sausage!! Remember to bring your Mcard and good luck with finals!",Map Michigan Union - Rogel Ballroom,['2015-04-22 22:00'],"['Food', 'Free']"
22688,"Masters Recital: César Cañón, piano","PROGRAM: Valencia - Songs of loss; Debussy - Sonate pour violon et piano; Ravel - Chansons madécasses; Mozart - Ch'io mi scordi di te , K. 505; Beethoven - Fantasy in C Minor.",Map Walgreen Drama Center - Stamps Auditorium,['2015-04-20 20:00'],"['Free', 'Music', 'North campus']"
22689,"Student Recital: Carly Nelson, harp","PROGRAM: Bach - Sonata in C Major for fute and basso continuo, BWV 1033; Spohr - Fantasie, op. 35; Salzedo - Concert Fantasies for Harp; Piazzolla - Histoire Du Tango; Bach - Partita no. 2 in D Minor for solo violin, BWV 1004.",Map Stearns Building - Cady Room,['2015-04-19 17:30'],"['Free', 'Music', 'North campus']"
22690,"Student Recital: Isabel Kwon, cello","PROGRAM: Stravinsky - Suite Italienne; Webern - Three Little Pieces for cello & piano, op. 11; Poulenc - Sonate pour violoncelle et piano.",Map Stearns Building - Cady Room,['2015-04-18 15:00'],"['Free', 'Music', 'North campus']"
22691,"Masters Recital: Nicole Yue Fan, violin","PROGRAM: Bartók - String Quartet no. 1 in A Minor, op. 7; Ysaÿe - Sonata no. 6 in E Major for solo violin, op. 27; Piazzolla - The Four Seasons of Buenos Aires (for solo violin and string orchestra).",Map Walgreen Drama Center - Stamps Auditorium,['2015-04-19 17:30'],"['Free', 'Music', 'North campus']"
22698,African American Song Literature Recital,"Students in the African American Song Literature class will present two programs that represent the culmination of their work for the semester. The programs have been conceived of and produced entirely by the students, who will also be performing, along with other student groups. Featuring Amy Petrongelli, soprano; Camille Primeau, soprano; Lonnie Reed, tenor; Kathryn Goodson, piano",Map Pierpont Commons - First Floor Piano Lounge,['2015-04-21 20:00'],"['Free', 'Music', 'North campus']"
22699,African American Song Literature Recital,"Students in the African American Song Literature class will present two programs that represent the culmination of their work for the semester. The programs have been conceived of and produced entirely by the students, who will also be performing, along with other student groups. Featuring Christina Swanson, soprano; Zoe Hart, soprano; Kaswanna Kanyinda, mezzo-soprano, Ben Boskoff, tenor; Nathan Harris, piano","Off Campus Location - Keene Theatre, 701 East University Ave., Ann Arbor",['2015-04-24 14:00'],"['Free', 'Music']"
22705,"Senior Recital: Victor Minke Huls, cello","PROGRAM: Hadzhiev - Haiduk Dance; Walton - Passacaglia for solo cello; Milhaud - Elégie, op. 251 for cello and piano; Beethoven - Sonata no. 4 in C Major for Cello and Piano, op. 102, no. 1; Szewczyk - The Moon Goddess; Huls - Andante...; Evans - On A Clear Day (You Can See Forever); Gesualdo - Io Parto, e non píu dissi.",St. Andrew’s Episcopal Church - 306 N. Division St. Ann Arbor,['2015-04-25 19:30'],"['Free', 'Music']"
22706,"Student Recital: Rikki Morrow-Spitzer, mezzo-soprano & Maggie Tigue, soprano","PROGRAM: Mozart - Ah, guarda sorella from Così fan tutte; Barber - The Crucifixion from The Hermit Songs; The Praises of God from The Hermit Songs; Must the Winter Come So Soon? from Vanessa; Schumann - Lied der Suleika from Myrthen Lieder; Widmung from Myrthen Lieder; Schubert - Ganymed; Strauss - Allerseelen; Menotti - Steal Me, Sweet Thief from The Old Maid and the Thief; Ravel - Là-bas, vers l'église from Cinq mélodies populaires grecques; Fauré - Claire de Lune; Obradors - Del cabello más sutil; Donizetti - All'afflitto from Roberto Devereux; Respighi - Notte; Puccini - Donde lieta uscì from La Bohème; Massenet - Va! Laisse couler mes larmes from Werther; Mozart - Prenderò quel brunettino from Così fan tutte.",Map Stearns Building - Cady Room,['2015-04-18 20:00'],"['Free', 'Music', 'North campus']"
22707,"Senior Recital: Tom Cilluffo, tenor",PROGRAM: Fétis - Pietà Signore; Schubert - Die Schöne Müllerin; Bizet - Ouvre ton cœur; Fauré - Après un rêve; Duparc - Phidylé; Adams - The Holy City; Brahe - Bless This House; Bizet - Au fond du temple saint from Les pêcheurs de perles; Puccini - O soave fanciulla from La Bohème.,St. Andrew’s Episcopal Church - 306 N. Division St. Ann Arbor,['2015-04-18 19:00'],"['Free', 'Music']"
22710,Late Night Breakfast,Come have a late night breakfast in all dining halls from 10:00 til 11:30. Free for students with Meal Plans or $6.50 in Blue Bucks,Off Campus Location,['2015-04-22 22:00'],"['Food', 'Social']"
22711,"Senior Recital: Nora Burgard, Mezzo-soprano","PROGRAM: Mozart - Abendempfindung; Strauss - Traum durch die Dämmerung; Respighi - Stornellatrice; Notte; Su una violetta morta; Noël ancien; Poulenc - Nous voulons une petite soeur; Monsieur Sans-Souci; Copland - Nature, the gentlest mother; Why do they shut me out of Heaven?; The world feels dusty; Heart, we will forget him; Going to Heaven!; Bernstein - What a Movie! from Trouble in Tahiti.",Map Earl V. Moore Building - Britton Recital Hall,['2015-04-21 20:00'],"['Free', 'Music', 'North campus']"
22714,Exam Snacks: Cookies and Punch,Head to your nearest dining center from 9:00 til 11:00 for exam snacks. Free with meal plan.,Map East Quadrangle,['2015-04-23 9:00'],"['Food', 'Social']"
22715,Exam Snacks: Ice Cream Social,Head to your nearest dining center from 9:00 til 11:00 for exam snacks. Free with meal plan.,Off Campus Location,['2015-04-26 21:00'],"['Food', 'Social']"
22717,Exam Snacks: Yogurt Bar,Head to your nearest dining center from 9:00 til 11:00 for exam snacks. Free with meal plan.,Map East Quadrangle,['2015-04-27 21:00'],"['Food', 'Social']"
22718,Exam Snacks: Veggies and Dippers,Head to your nearest dining center from 9:00 til 11:00 for exam snacks. Free with meal plan.,Map East Quadrangle,['2015-04-28 21:00'],"['Food', 'Social']"
22719,Exam Snacks: Mad Munchies Fiesta,Head to your nearest dining center from 9:00 til 11:00 for exam snacks. Free with meal plan.,Map East Quadrangle,['2015-04-29 21:00'],"['Food', 'Social']"
22723,Finals Frenzy Field Day,Join Beyond the Diag for some fun in the sun! Get out and play with your neighbors and enjoy some free Jimmy Johns!,Map Elbel Field,['2015-04-25 15:00'],"['Fitness', 'Food', 'Free', 'Games', 'Outdoors', 'Rec sports', 'Social', 'Welcometomichigan']"
22725,"Pre-Candidate Recital: Hyae-Jin Hwang, piano","PROGRAM: Scarlatti - Piano Sonata in A Major, K. 322 & Piano Sonata in A Major, K. 342; Beethoven - Piano Sonata in A Major, op. 2 no. 2; Liszt - Bagatelle, sans tonalitè; Valse Oublièe no. 1; Sonetto 123 del Petrarca from Les Années de Pèlerinage & Romanian Rhapsody, S. 244.",Map Earl V. Moore Building - Britton Recital Hall,['2015-04-29 17:00'],"['Free', 'Music', 'North campus']"
22726,"Masters Recital: Dan Young Kwon, piano","PROGRAM: Mozart - Sonata in B-flat Major K. 570; Liszt - Au bord d’une source from Années de pèlerinage I, S. 160 & Les jeux d’eaux à la Villa d’Este from Années de pèlerinage III, S. 163; Ravel - Jeux d'Eau; Schumann - Davidsbündlertänze, op. 6.",Map Earl V. Moore Building - Britton Recital Hall,['2015-04-25 17:30'],"['Free', 'Music', 'North campus']"
22728,"Pre-Candidate Recital: John Elam, piano",PROGRAM: Ravel - Shéhérazade; Marx - Drei Lieder; Schubert - Drei Lieder von Metastasio; Santos - Dreamer.,"Kerrytown Concert House - 415 N 4th Ave, Ann Arbor",['2015-04-23 20:00'],"['Free', 'Music', 'North campus']"
22744,A Feast of Dances,"In celebration of its 30th anniversary season, Ann Arbor Dance Works proudly presents “A Feast of Dances” featuring exciting new works and revivals by University of Michigan Dance faculty choreographers Missy Beck, Amy Chavasse, Bill DeYoung, Jessica Fogel, Peter Sparling, Sandra Torijano, and Robin Wilson. Also on the program will be an excerpt from Gay Delanghe’s exuberant work, Dancin’ Fats, set to the music of Fats Waller, performed in 1985 on the company’s inaugural concert. Audiences are invited to travel through the University of Michigan Museum of Art spaces to savor a rich array of dance delicacies. The evening will conclude with a dessert reception--with real cake--to enjoy and celebrate this festive occasion. Photo Credit: Members of Ann Arbor Dance Works, Kirk Donaldson photographer.",Map Museum of Art,"['2015-06-18 19:30', '2015-06-19 19:30']","['Culture', 'Dance', 'Free']"
22746,Sarah Shun-lien Bynum Reading & Booksigning,"Sarah Shun-lien Bynum is the author of two novels, Ms. Hempel Chronicles, a finalist for the 2009 PEN/Faulkner Award, and Madeleine Is Sleeping, a finalist for the 2004 National Book Award and winner of the Janet Heidinger Kafka Prize. Her fiction has appeared in many magazines and anthologies, including the New Yorker, Ploughshares, Tin House, the Georgia Review, and the Best American Short Stories 2004 and 2009. The recipient of a Whiting Writers’ Award and an NEA Fellowship, she was named one of “20 Under 40” fiction writers by the New Yorker. She lives in Los Angeles and teaches in the Graduate Writing Program at Otis College of Art and Design.",Map Museum of Art - Helmut Stern Auditorium,['2015-10-22 17:30'],"['Books', 'Free', 'Literature', 'Umma', 'Writing']"
22751,Ann Arbor Blooms Day (Rain or Shine),"It is a great volunteering opportunity where you can help beautify the city and connect with other international students/scholars/families in a meaningful way. We will plant flowers, mulch planters, and help make the downtown areas along State, Main, South University, and Liberty Streets more attractive. Supplies will be provided for planting flowers throughout downtown, although you can bring your gardening gloves and trowel if you have one. Please dress for the weather and bring your own water bottle. Volunteers will receive a free T-shirt and a free pizza lunch after the activities.",Downtown Ann Arbor,['2015-05-16 8:45'],"['Free', 'Volunteer']"
22753,Building Pathways to Your Academic Success,"This workshop is designed to help international undergraduate students effectively cope with challenges in academic setting, such as interacting with professors and graduate student instructors (GSI), and adapting to American pedagogical and learning styles. The workshop will include an opportunity for small group discussions of concerns, barriers or difficulties that the workshop participants may have encountered as international undergraduate students. The presenter will address these concerns through formal and informal activities and will provide advice based on her teaching experience.",Map Michigan Union - Wolverine (1st floor),['2015-06-05 14:00'],"['Discussion', 'Free', 'Workshop']"
22754,Coffee Hour,"The Coffee Hours offered in the summer are designed to welcome new international students, scholars and families and introduce them to leisure, cultural and educational activities at U-M and in Ann Arbor. Current students, scholars and families are also welcome to attend. No registration is required.",Map International Center - Conference Room,"['2015-05-22 15:30', '2015-06-19 15:30', '2015-07-31 15:30', '2015-08-14 15:30']","['Culture', 'Free', 'Social']"
22853,Ann Arbor Dance Works: A Feast of Dances,"Savor exciting new dance works and revivals by U-M Dance Works founding and resident choreographers, including an excerpt from the exuberant “Dancin’ Fats” to the music of Fats Waller, choreographed by Gay Delanghe (1940-2006) and performed on the company’s inaugural concert in 1985. Travel through the Museum spaces to view a rich array of dance delicacies. The event will conclude with a dessert reception--with real cake--to celebrate this festive occasion.",Map Museum of Art,"['2015-06-18 19:30', '2015-06-19 19:30']","['Dance', 'Free']"
22893,Marriage to a U.S. Citizen: Permanent Residency (Green Card) Process,"This workshop is designed for international students, scholars, faculty, and staff who are interested in learning how to obtain permanent residency (a “green card”) based on marriage to a U.S. citizen. U.S. citizen fiances and significant others are also welcome and encouraged to attend this event. Topics covered will include legal requirements, forms, USCIS fees, processing times, preparing for the USCIS interview, an explanation of “conditional permanent residency,” and an explanation of how and when to petition USCIS to have the conditions removed.",Map Michigan League - Room 4 (1st floor),['2015-06-17 10:00'],['Free']
22938,Co-Sponsor Test Event,This is only a test,Map North Hall,['2015-05-31 10:00'],"['Free', 'Seminar']"
22941,Mayor's Green Fair,"Planet Blue and several U-M departments will have exhibits as part of Ann Arbor's 15th annual Mayor's Green Fair on Main Street, downtown Ann Arbor the evening of June 12. This fair includes sustainable entertainment and exhibits from over 100 local non-profits and sustainable businesses.","Main Street, Downtown Ann Arbor",['2015-06-12 18:00'],"['Community service', 'Culture', 'Environment', 'Family', 'Festival', 'Free', 'Outdoors', 'Sustainability']"
22942,Office Supply Amnesty Day,"The Waste Reduction and Recycling Office is once again offering an opportunity to collect gently-used office supplies! The 2015 Office Supply Amnesty day is scheduled for July 9. On this date, Waste Management Services crews will collect gently-used office supplies from campus buildings and make them available at no cost to the University and local non-profits. This program supports the University of Michigan's sustainability goal of reducing waste sent to landfills by 40% by 2025. July 2: Departments wishing to contribute office supplies for reuse must email recycle@umich.edu to indicate their intent to participate. July 9: Office supplies will be collected from loading docks and dumpster areas. Supplies must be put out by 8:15 am. July 16: U-M departments are welcome to ‘shop’ the supplies at the WMS Garage, 1655 Dean Road, Ann Arbor, 8 am – 3 pm. July 17: U-M departments & local non-profits are welcome to ‘shop’ the supplies at the WMS Garage 1655 Dean Road, Ann Arbor 8 am – 3 pm.",multiple locations around campus,"['2015-07-09 8:00', '2015-07-16 8:00', '2015-07-17 8:00']","['Community service', 'Environment', 'Free', 'North campus', 'Sustainability']"
22957,M Farmers Market,"Now through November, visit the M Farmers Market on select Tuesdays at Wolverine Tower to buy farm fresh, locally-grown seasonal fruits, vegetables, and more at an affordable price. Eat smarter while supporting U-M's commitment to offering sustainable, locally sourced foods.",Map Wolverine Tower - Ground level,"['2016-05-17 11:00', '2016-06-07 11:00', '2016-06-21 11:00', '2016-07-05 11:00', '2016-07-19 11:00', '2016-08-02 11:00', '2016-08-16 11:00', '2016-08-30 11:00', '2016-09-13 11:00', '2016-09-27 11:00', '2016-10-18 11:00', '2016-11-15 11:00']","['Food', 'Health & wellness', 'Nutrition', 'Sustainability']"
22968,M Farmers Market,"Students, faculty, staff and visitors are invited to learn about and purchase fresh, local, and sustainable products available to them on campus, fresh from the farm! Every Friday from now until October, M Farmers Market will be held near U-go's on the first floor at Pierpont Commons, from 11am - 1pm.",Map Pierpont Commons - Near U-go's,"['2015-06-05 11:00', '2015-06-12 11:00', '2015-06-19 11:00', '2015-06-26 11:00', '2015-07-10 11:00', '2015-07-17 11:00', '2015-07-24 11:00', '2015-09-11 11:00', '2015-09-18 11:00', '2015-09-25 11:00', '2015-10-02 11:00', '2015-10-09 11:00', '2015-10-16 11:00']","['Food', 'Sustainability']"
22969,Cinetopia: East Side Sushi,"Released in 2014 | 116 minutes | Directed by Anthony Lucero Juana’s (Diana Elizabeth Torres) work – preparing fruit for the family’s sidewalk cart – is steady but hardly her life’s calling. Despite the objections and concerns of her family, Juana decides to pursue her dream of becoming an expert sushi chef, to go where her heart tells her, not where she is expected to be. Faced with the obstacles of being the wrong gender and race for her chosen profession, Juana must overcome the doubters to succeed where no one like her ever has. With East Side Sushi, writer/director Anthony Lucero has crafted a colorful and entertaining depiction of restaurant politics and cultural dynamics, producing a film that is a realistic look at the changing multicultural world of food in America. -Napa Valley Film Festival","Detroit Institute of Arts Lecture Hall, 5200 Woodward Avenue, Detroit, Michigan 48202","['2015-06-07 15:15', '2015-06-12 12:00', '2015-06-14 11:15']","['Film', 'Food', 'Japanese studies']"
22974,Dinner at NeoPapalis,Ann Arbor Restaurant Week comes to town twice a year (January and June). It is a local celebration of dining in the community. Restaurant Week is your opportunity to try as many great Ann Arbor restaurants as your schedule allows for one incredibly low fixed price. Come join the group for a fun meal at the restaurant. Please register here if you plan to come.,Map International Center,['2015-06-25 18:00'],['Food']
22978,M Farmers Market,"Visit the M Farmers Market on select Tuesdays, June through November, at the North Campus Research Complex (NCRC) to buy farm fresh, locally-grown seasonal fruits, vegetables, and more at an affordable price. Eat smarter while supporting U-M's commitment to offering sustainable, locally sourced foods.","Map North Campus Research Complex Building 18 - Ground level, next to the Picasso Cafe","['2016-06-14 11:00', '2016-06-28 11:00', '2016-07-12 11:00', '2016-07-26 11:00', '2016-08-09 11:00', '2016-08-23 11:00', '2016-09-06 11:00', '2016-10-25 11:00', '2016-11-17 11:00']","['Food', 'Health & wellness', 'Nutrition', 'Sustainability']"
22980,M Farmers Market,"Visit the M Farmers Market every Thursday in the University Hospital Courtyard to buy farm fresh, locally-grown seasonal fruits, vegetables, and more at an affordable price. Eat smarter while supporting U-M's commitment to offering sustainable, locally sourced foods.",Map University Hospitals - University Hospital Courtyard,"['2016-06-09 11:00', '2016-06-16 11:00', '2016-06-23 11:00', '2016-06-30 11:00', '2016-07-07 11:00', '2016-07-14 11:00', '2016-07-21 11:00', '2016-07-28 11:00', '2016-08-04 11:00', '2016-08-11 11:00', '2016-08-18 11:00', '2016-08-25 11:00', '2016-09-01 11:00', '2016-09-08 11:00', '2016-09-15 11:00', '2016-09-22 11:00', '2016-09-29 11:00']","['Food', 'Health & wellness', 'Nutrition', 'Sustainability']"
22986,Poetry for the Planet - Open Mic and Pledge Drive,"It's hard to stay optimistic in the battle against global climate change. Every day we hear news reports or read headlines painting an increasingly bleak, threatening picture of the future. And yet the vast majority of Americans seem either unaware of or unconcerned about the catastrophe we are careening toward. The Climate Mobilization Pledge is a social movement strategy, designed to fight denial and build political power. When someone signs the Pledge to Mobilize, they agree to vote for candidates on the local, state, and national level who understand that climate change is an acute global crisis and to call for a whole society, all-out climate mobilization. Join us on Sunday afternoon at Liberty Plaza. Take the Climate Mobilization Pledge and join Buzz Alexander and others in an open mic session to read your favorite poems celebrating the beauty of the planet or the issues of climate change.","Liberty Plaza, 255 E. Liberty Street, Ann Arbor",['2015-06-14 14:00'],"['Activism', 'Community service', 'Ecology', 'Environment', 'Free', 'Outdoors', 'Poetry', 'Politics', 'Public health', 'Science', 'Social impact', 'Social justice', 'Sustainability', 'Writing']"
23020,Artscapade!,"Arts at Michigan and UMMA celebrate Welcome Week by introducing more than 4,000 students to the wide array of possibilities for arts participation on campus at an evening of art-making, live music, dance and poetry, games, and prizes. Also, we're looking for volunteers for this event-- help us make it happen (and get a free Artscapade t-shirt in the process!): http://artsatmichigan.umich.edu/programs/artscapade/",Map Museum of Art,"['2015-09-04 19:00', '2016-09-02 19:00']","['Architecture', 'Art', 'Books', 'Comedy', 'Concert', 'Culture', 'Dance', 'Exhibition', 'Festival', 'Film', 'Free', 'Literature', 'Multicultural', 'Museum', 'Music', 'Poetry', 'Social', 'Student org', 'Theater', 'Umma', 'Ums', 'Visual arts', 'Welcome to michigan', 'Writing']"
23021,Spring Finals Fitness Frenzy,Everyone is invited to attend free classes in 3275 CCRB.,Map Central Campus Recreation Building - 3275,"['2015-06-23 17:00', '2015-06-23 18:00', '2015-06-24 17:00', '2015-06-24 18:30', '2015-06-25 19:00']",['Free']
23062,No Matter Where: The Healthcare Documentary,"The No Matter Where documentary brings alive the concept of trusted electronic exchange of health information and its importance to effective and safe health care. The 76-minute film tells the story from Hurricane Katrina survivors to health care digital leaders. The filmmaker, Kevin B. Johnson, M.D., M.S., is the Chief Informatics Officer at Vanderbilt University Medical Center.","Michigan Theater, 603 East Liberty Street, Ann Arbor, MI 48104",['2015-06-29 16:00'],"['Film', 'Free', 'Health & wellness', 'Information and technology', 'Medicine', 'Nursing', 'Pre med', 'Public health', 'Public policy', 'Research', 'Science', 'Social', 'Storytelling']"
23073,Panel Discussion: The Promise and Practicalities of Health Information Exchange,"Five organizations across University of Michigan are partnering with 3 health organizations across the state to present a panel discussion with 5 healthcare leaders on the topic of electronic health information exchange.The panel brings to the forefront a number of national, state, and institutional policy and technology issues about healthcare and how and when patient information is organized, accessed, and made available throughout an individual's care process. This panel is a follow-up event to the free public showing of the ""No Matter Where"" documentary the previous day: http://umhealth.me/nmw-aa. The panel will feature: - Kevin Johnson, Chief Informatics Officer, Vanderbilt University Medical Center - Tim Pletcher, Executive Director, Michigan Health Information Network Shared Services - John Ayanian, Director, Institute for Healthcare Policy and Innovation, University of Michigan - Andrew Rosenberg, Chief Medical Information Officer, University of Michigan Health System - Charles Friedman, Chair, Department of Learning Health Sciences, University of Michigan Medical School",Map Palmer Commons - Forum Hall,['2015-06-30 9:30'],"['Economics', 'Free', 'Health & wellness', 'Information and technology', 'Law', 'Medicine', 'Nursing', 'Pre med', 'Psychology', 'Public health', 'Public policy', 'Research', 'Science', 'Social impact']"
23077,Mine More Coal: War Effort and Americanism in World War I Posters,"During World War I, the American Government used a powerful poster campaign to rally citizens to the cause. Propaganda, commodity, and art came together in WWI posters. The focus of this exhibition of rarely displayed WWI posters from UMMA’s collection is coal miners. These works explore the larger themes of supporting the war effort and Americanism. UMMA docents will guide visitors through this exhibition that marks the centennial of the Great War (1914-1919). This exhibition includes some of the lesser-known works by America’s most famous poster artists. Lead support for this exhibition is provided by the Herbert W. and Susan L. Johe Endowment.",Map Museum of Art,['2015-07-05 14:00'],"['Art', 'Culture', 'Free', 'Museum', 'Visual arts']"
23078,Meet Me at UMMA,"To register for this free program, email umma-program-registration@umich.edu or call 734.647.0522 for more information. Please include date and title of program in the subject line of your email. Meet Me at UMMA invites people with mild memory loss to enjoy a guided gallery experience along with family members or care partners. This program is designed for people who live at home and their companions. If you or someone you care about is experiencing mild memory loss, research has shown that the visual and expressive arts can be good for your mind. In addition, great enjoyment is to be found in seeking out the sights, sounds, textures, and good feelings that come with looking at, learning, and sharing feelings about paintings, music, and other creative arts. UMMA's trained docents will accompany small groups for a guided tour and provide the opportunity for everyone to experience different kinds of art and share their responses. Upcoming ""Meet Me"" Session: Sunday, October 4, 2015 Meet Me at UMMA is generously supported by individual donors, and as part of the Museum’s Docent Program, it is made possible in part by the Katherine Tuck Enrichment Fund and the Doris Sloan Memorial Fund.",Map Museum of Art,['2015-07-12 13:00'],"['Art', 'Free', 'Museum', 'Visual arts']"
23079,Hana Hamplová: Meditations on Paper,"Inspired by a story by Czech writer Bohumil Hrabal, Czech photographer Hana Hamplová created a memorable body of work during the 1970s based on how important paper and the written word are to civilization—including how easily writings and, consequently knowledge, can be lost. Join docents as they introduce this exhibition inspired by the Frank Gehry chair made of cardboard in UMMA’s Design Gallery, and of and the need to address how artists from different cultures (present-day America and communist Czechoslovakia) view a commodity as common as paper. Lead support for this exhibition is provided by the Herbert W. and Susan L. Johe Endowment. Additional generous support is provided by the University of Michigan Center for European Studies, Center for Russian, East European and Eurasian Studies, and the Weiser Center for Emerging Democracies.",Map Museum of Art,['2015-07-12 14:00'],"['Art', 'Books', 'Free', 'Museum', 'Visual arts']"
23083,Julian Schnabel,"This program is free and open to the public, but space is limited. Please register to secure your place by emailing umma-program-registration@umich.edu. Please include date and title of program in the subject line of your email. Celebrated for a visual language that brings together unexpected materials and radically unconventional techniques, New York painter Julian Schnabel has been a pioneering, and controversial, figure since his first solo exhibition in 1979. Join History of Art graduate student Rachel Chamberlain for an exploration of the UMMA exhibition Julian Schnabel featuring works from the mid-1970s to the present, including works from Schnabel’s renowned series, the Plate Paintings and Wax Paintings. The exhibition Julian Schnabel was organized by the Brant Foundation Art Study Center. Lead support for UMMA’s installation is provided by Joseph and Annette Allen, the University of Michigan Office of the Provost, the University of Michigan Health System, the Richard and Rosann Noel Endowment Fund, and Retirement Income Solutions.",Map Museum of Art,['2015-07-12 15:00'],"['Art', 'Discussion', 'Exhibition', 'Free', 'Museum', 'Visual arts']"
